capture.loc,year,fish,species,julian.day,F,M
5,2012,1290,coho,220,645,645
5,2012,231,coho,223,115.5,115.5
5,2012,44,coho,224,22,22
5,2012,72,coho,225,36,36
5,2012,360,coho,226,180,180
5,2012,252,coho,227,126,126
5,2012,23,coho,233,11.5,11.5
5,2012,180,coho,235,90,90
5,2012,103,coho,236,51.5,51.5
5,2012,459,coho,239,229.5,229.5
5,2012,418,coho,240,209,209
5,2012,122,coho,241,61,61
5,2012,420,coho,242,210,210
5,2012,22,coho,243,11,11
5,2012,40,coho,246,20,20
5,2012,10,coho,248,5,5
5,2012,20,coho,251,10,10
5,2013,1,coho,190,0.5,0.5
5,2013,2,coho,193,1,1
5,2013,1,coho,195,0.5,0.5
5,2013,11,coho,198,5.5,5.5
5,2013,70,coho,199,35,35
5,2013,16,coho,201,8,8
5,2013,70,coho,204,35,35
5,2013,55,coho,205,27.5,27.5
5,2013,223,coho,206,111.5,111.5
5,2013,72,coho,207,36,36
5,2013,87,coho,208,43.5,43.5
5,2013,141,coho,209,70.5,70.5
5,2013,269,coho,210,134.5,134.5
5,2013,297,coho,211,148.5,148.5
5,2013,153,coho,212,76.5,76.5
5,2013,269,coho,213,134.5,134.5
5,2013,100,coho,214,50,50
5,2013,193,coho,217,96.5,96.5
5,2013,93,coho,218,46.5,46.5
5,2013,69,coho,219,34.5,34.5
5,2013,316,coho,220,158,158
5,2013,100,coho,221,50,50
5,2013,27,coho,223,13.5,13.5
5,2013,293,coho,224,146.5,146.5
5,2013,236,coho,227,118,118
5,2013,148,coho,230,74,74
5,2013,809,coho,231,404.5,404.5
5,2013,29,coho,232,14.5,14.5
5,2013,368,coho,232,184,184
5,2013,267,coho,234,133.5,133.5
5,2013,127,coho,235,63.5,63.5
5,2013,189,coho,237,94.5,94.5
5,2013,597,coho,238,298.5,298.5
5,2013,206,coho,240,103,103
5,2013,263,coho,241,131.5,131.5
5,2013,85,coho,242,42.5,42.5
5,2013,7,coho,244,3.5,3.5
5,2013,5,coho,245,2.5,2.5
5,2014,1,coho,190,0.5,0.5
5,2014,1,coho,191,0.5,0.5
5,2014,3,coho,192,1.5,1.5
5,2014,3,coho,193,1.5,1.5
5,2014,3,coho,194,1.5,1.5
5,2014,1,coho,199,0.5,0.5
5,2014,34,coho,199,17,17
5,2014,15,coho,201,7.5,7.5
5,2014,2,coho,202,1,1
5,2014,1,coho,203,0.5,0.5
5,2014,159,coho,203,79.5,79.5
5,2014,28,coho,204,14,14
5,2014,180,coho,205,90,90
5,2014,77,coho,206,38.5,38.5
5,2014,258,coho,207,129,129
5,2014,270,coho,208,135,135
5,2014,3,coho,210,1.5,1.5
5,2014,36,coho,210,18,18
5,2014,239,coho,211,119.5,119.5
5,2014,23,coho,211,11.5,11.5
5,2014,414,coho,211,207,207
5,2014,18,coho,211,9,9
5,2014,314,coho,212,157,157
5,2014,1624,coho,214,812,812
5,2014,1401,coho,215,700.5,700.5
5,2014,701,coho,217,350.5,350.5
5,2014,1586,coho,218,793,793
5,2014,830,coho,219,415,415
5,2014,1223,coho,221,611.5,611.5
5,2014,1015,coho,222,507.5,507.5
5,2014,724,coho,224,362,362
5,2014,366,coho,226,183,183
5,2014,43,coho,227,21.5,21.5
5,2014,606,coho,228,303,303
5,2014,25,coho,231,12.5,12.5
5,2014,1398,coho,232,699,699
5,2014,151,coho,234,75.5,75.5
5,2014,436,coho,235,218,218
5,2014,135,coho,236,67.5,67.5
5,2014,45,coho,238,22.5,22.5
5,2014,567,coho,239,283.5,283.5
5,2014,115,coho,241,57.5,57.5
5,2014,372,coho,242,186,186
5,2014,62,coho,243,31,31
5,2014,11,coho,245,5.5,5.5
5,2014,182,coho,246,91,91
5,2014,43,coho,247,21.5,21.5
5,2014,73,coho,248,36.5,36.5
5,2014,258,coho,249,129,129
5,2014,163,coho,250,81.5,81.5
5,2015,1,coho,193,0.5,0.5
5,2015,1,coho,193,0.5,0.5
5,2015,1,coho,194,0.5,0.5
5,2015,2,coho,195,1,1
5,2015,27,coho,196,13.5,13.5
5,2015,2,coho,196,1,1
5,2015,34,coho,197,17,17
5,2015,1,coho,197,0.5,0.5
5,2015,7,coho,200,3.5,3.5
5,2015,95,coho,201,47.5,47.5
5,2015,44,coho,202,22,22
5,2015,42,coho,203,21,21
5,2015,54,coho,204,27,27
5,2015,952,coho,207,476,476
5,2015,344,coho,209,172,172
5,2015,740,coho,210,370,370
5,2015,2634,coho,211,1317,1317
5,2015,1141,coho,214,570.5,570.5
5,2015,1572,coho,216,786,786
5,2015,2377,coho,218,1188.5,1188.5
5,2015,719,coho,221,359.5,359.5
5,2015,1061,coho,222,530.5,530.5
5,2015,332,coho,223,166,166
5,2015,1203,coho,225,601.5,601.5
5,2015,684,coho,227,342,342
5,2015,1094,coho,228,547,547
5,2015,1088,coho,230,544,544
5,2015,171,coho,231,85.5,85.5
5,2015,1235,coho,232,617.5,617.5
5,2015,292,coho,233,146,146
5,2015,307,coho,235,153.5,153.5
5,2015,20,coho,239,10,10
5,2015,8,coho,242,4,4
5,2015,224,coho,243,112,112
5,2015,19,coho,245,9.5,9.5
5,2015,134,coho,246,67,67
5,2015,213,coho,247,106.5,106.5
5,2016,1,coho,197,0.5,0.5
5,2016,10,coho,204,5,5
5,2016,77,coho,205,38.5,38.5
5,2016,164,coho,206,82,82
5,2016,196,coho,208,98,98
5,2016,1,coho,208,0.5,0.5
5,2016,667,coho,209,333.5,333.5
5,2016,215,coho,210,107.5,107.5
5,2016,2024,coho,212,1012,1012
5,2016,348,coho,214,174,174
5,2016,1240,coho,218,620,620
5,2016,25,coho,218,12.5,12.5
5,2016,2160,coho,219,1080,1080
5,2016,5,coho,219,2.5,2.5
5,2016,2266,coho,221,1133,1133
5,2016,1723,coho,234,861.5,861.5
5,2016,1,coho,234,0.5,0.5
5,2016,3369,coho,236,1684.5,1684.5
5,2016,1894,coho,239,947,947
5,2016,978,coho,241,489,489
5,2016,883,coho,242,441.5,441.5
5,2016,360,coho,246,180,180
5,2016,257,coho,250,128.5,128.5
5,2017,2,coho,186,1,1
5,2017,3,coho,187,1.5,1.5
5,2017,2,coho,189,1,1
5,2017,3,coho,194,1.5,1.5
5,2017,4,coho,196,2,2
5,2017,99,coho,199,49.5,49.5
5,2017,49,coho,200,24.5,24.5
5,2017,38,coho,202,19,19
5,2017,73,coho,206,36.5,36.5
5,2017,588,coho,207,294,294
5,2017,464,coho,208,232,232
5,2017,71,coho,209,35.5,35.5
5,2017,729,coho,210,364.5,364.5
5,2017,553,coho,211,276.5,276.5
5,2017,2507,coho,213,1253.5,1253.5
5,2017,8956,coho,216,4478,4478
5,2017,4674,coho,220,2337,2337
5,2017,3049,coho,223,1524.5,1524.5
5,2017,7345,coho,225,3672.5,3672.5
5,2017,3202,coho,231,1601,1601
5,2017,1976,coho,232,988,988
5,2017,3347,coho,234,1673.5,1673.5
5,2017,1181,coho,237,590.5,590.5
5,2017,233,coho,243,116.5,116.5
5,2017,1806,coho,244,903,903
5,2017,327,coho,248,163.5,163.5
5,2017,239,coho,251,119.5,119.5
5,2017,70,coho,257,35,35
5,2018,4,coho,190,2,2
5,2018,21,coho,194,10.5,10.5
5,2018,1020,coho,198,510,510
5,2018,1451,coho,202,725.5,725.5
5,2018,3264,coho,206,1632,1632
5,2018,2516,coho,209,1258,1258
5,2018,5960,coho,213,2980,2980
5,2018,11464,coho,216,5732,5732
5,2018,15100,coho,220,7550,7550
5,2018,10457,coho,225,5228.5,5228.5
5,2018,5624,coho,230,2812,2812
5,2018,8029,coho,233,4014.5,4014.5
5,2018,2239,coho,237,1119.5,1119.5
5,2018,3169,coho,240,1584.5,1584.5
5,2018,742,coho,245,371,371
5,2018,408,coho,252,204,204
5,2019,4,coho,190,2,2
5,2019,44,coho,193,22,22
5,2019,34,coho,197,17,17
5,2019,1783,coho,200,891.5,891.5
5,2019,2046,coho,207,1023,1023
5,2019,2415,coho,211,1207.5,1207.5
5,2019,1152,coho,214,576,576
5,2019,3060,coho,218,1530,1530
5,2019,2716,coho,221,1358,1358
5,2019,415,coho,223,207.5,207.5
5,2019,698,coho,225,349,349
5,2019,5644,coho,228,2822,2822
5,2019,3054,coho,230,1527,1527
5,2019,1618,coho,235,809,809
5,2019,1631,coho,239,815.5,815.5
5,2019,1145,coho,242,572.5,572.5
5,2019,482,coho,245,241,241
5,2019,14,coho,246,7,7
5,2019,433,coho,252,216.5,216.5
5,2020,1,coho,191,0.5,0.5
5,2020,1,coho,197,0.5,0.5
5,2020,1,coho,198,0.5,0.5
5,2020,46,coho,207,23,23
5,2020,67,coho,214,33.5,33.5
5,2020,9,coho,214,4.5,4.5
5,2020,518,coho,221,259,259
5,2020,590,coho,228,295,295
5,2020,413,coho,241,206.5,206.5
5,2021,8,coho,197,4,4
5,2021,1,coho,199,0.5,0.5
5,2021,5,coho,202,2.5,2.5
5,2021,50,coho,203,25,25
5,2021,18,coho,204,9,9
5,2021,34,coho,206,17,17
5,2021,6,coho,206,3,3
5,2021,7,coho,213,3.5,3.5
5,2021,90,coho,214,45,45
5,2021,436,coho,215,218,218
5,2021,430,coho,220,215,215
5,2021,374,coho,220,187,187
5,2021,652,coho,229,326,326
5,2021,355,coho,238,177.5,177.5
5,2021,127,coho,244,63.5,63.5
6,1985,1,coho,196,0.5,0.5
6,1985,1,coho,197,0.5,0.5
6,1985,3,coho,198,1.5,1.5
6,1985,6,coho,200,3,3
6,1985,9,coho,201,4.5,4.5
6,1985,6,coho,203,3,3
6,1985,20,coho,204,10,10
6,1985,19,coho,205,9.5,9.5
6,1985,8,coho,206,4,4
6,1985,109,coho,207,54.5,54.5
6,1985,161,coho,208,80.5,80.5
6,1985,121,coho,210,60.5,60.5
6,1985,182,coho,211,91,91
6,1985,265,coho,212,132.5,132.5
6,1985,66,coho,213,33,33
6,1985,390,coho,214,195,195
6,1985,326,coho,217,163,163
6,1985,44,coho,220,22,22
6,1985,799,coho,221,399.5,399.5
6,1985,617,coho,222,308.5,308.5
6,1985,462,coho,224,231,231
6,1985,342,coho,226,171,171
6,1985,690,coho,227,345,345
6,1985,997,coho,228,498.5,498.5
6,1985,1001,coho,229,500.5,500.5
6,1985,401,coho,231,200.5,200.5
6,1985,452,coho,232,226,226
6,1985,975,coho,233,487.5,487.5
6,1985,65,coho,234,32.5,32.5
6,1985,1046,coho,235,523,523
6,1985,560,coho,236,280,280
6,1985,274,coho,238,137,137
6,1985,1051,coho,239,525.5,525.5
6,1985,262,coho,241,131,131
6,1985,537,coho,242,268.5,268.5
6,1985,365,coho,246,182.5,182.5
6,1985,7,coho,248,3.5,3.5
6,1985,167,coho,249,83.5,83.5
6,1986,7,coho,196,3.5,3.5
6,1986,3,coho,197,1.5,1.5
6,1986,4,coho,198,2,2
6,1986,12,coho,199,6,6
6,1986,3,coho,200,1.5,1.5
6,1986,42,coho,202,21,21
6,1986,97,coho,203,48.5,48.5
6,1986,29,coho,204,14.5,14.5
6,1986,15,coho,205,7.5,7.5
6,1986,209,coho,206,104.5,104.5
6,1986,118,coho,207,59,59
6,1986,302,coho,209,151,151
6,1986,132,coho,210,66,66
6,1986,169,coho,211,84.5,84.5
6,1986,66,coho,212,33,33
6,1986,344,coho,214,172,172
6,1986,417,coho,216,208.5,208.5
6,1986,625,coho,218,312.5,312.5
6,1986,855,coho,219,427.5,427.5
6,1986,633,coho,221,316.5,316.5
6,1986,465,coho,223,232.5,232.5
6,1986,1270,coho,225,635,635
6,1986,416,coho,226,208,208
6,1986,705,coho,228,352.5,352.5
6,1986,350,coho,230,175,175
6,1986,1395,coho,231,697.5,697.5
6,1986,770,coho,232,385,385
6,1986,573,coho,233,286.5,286.5
6,1986,311,coho,235,155.5,155.5
6,1986,673,coho,236,336.5,336.5
6,1986,48,coho,237,24,24
6,1986,423,coho,238,211.5,211.5
6,1986,583,coho,239,291.5,291.5
6,1986,162,coho,240,81,81
6,1986,485,coho,241,242.5,242.5
6,1986,237,coho,242,118.5,118.5
6,1986,42,coho,243,21,21
6,1986,41,coho,244,20.5,20.5
6,1986,64,coho,245,32,32
6,1986,115,coho,246,57.5,57.5
6,1986,5,coho,247,2.5,2.5
6,1986,195,coho,248,97.5,97.5
6,1986,89,coho,249,44.5,44.5
6,1986,172,coho,250,86,86
6,1987,1,coho,196,0.5,0.5
6,1987,1,coho,197,0.5,0.5
6,1987,44,coho,208,22,22
6,1987,74,coho,210,37,37
6,1987,288,coho,215,144,144
6,1987,584,coho,216,292,292
6,1987,206,coho,217,103,103
6,1987,965,coho,218,482.5,482.5
6,1987,54,coho,219,27,27
6,1987,525,coho,222,262.5,262.5
6,1987,784,coho,224,392,392
6,1987,658,coho,225,329,329
6,1987,1675,coho,226,837.5,837.5
6,1987,467,coho,229,233.5,233.5
6,1987,1209,coho,230,604.5,604.5
6,1987,256,coho,236,128,128
6,1987,809,coho,237,404.5,404.5
6,1987,182,coho,238,91,91
6,1987,446,coho,239,223,223
6,1987,293,coho,244,146.5,146.5
6,1987,305,coho,246,152.5,152.5
6,1987,296,coho,247,148,148
6,1988,3,coho,193,1.5,1.5
6,1988,2,coho,197,1,1
6,1988,1,coho,198,0.5,0.5
6,1988,5,coho,200,2.5,2.5
6,1988,1,coho,201,0.5,0.5
6,1988,12,coho,202,6,6
6,1988,4,coho,203,2,2
6,1988,15,coho,204,7.5,7.5
6,1988,19,coho,205,9.5,9.5
6,1988,11,coho,207,5.5,5.5
6,1988,3,coho,208,1.5,1.5
6,1988,27,coho,209,13.5,13.5
6,1988,641,coho,210,320.5,320.5
6,1988,589,coho,212,294.5,294.5
6,1988,338,coho,214,169,169
6,1988,1036,coho,216,518,518
6,1988,197,coho,217,98.5,98.5
6,1988,874,coho,218,437,437
6,1988,511,coho,221,255.5,255.5
6,1988,2922,coho,222,1461,1461
6,1988,80,coho,224,40,40
6,1988,1233,coho,225,616.5,616.5
6,1988,959,coho,228,479.5,479.5
6,1988,684,coho,229,342,342
6,1988,559,coho,230,279.5,279.5
6,1988,345,coho,231,172.5,172.5
6,1988,803,coho,232,401.5,401.5
6,1988,635,coho,233,317.5,317.5
6,1988,275,coho,235,137.5,137.5
6,1988,1046,coho,236,523,523
6,1988,1115,coho,237,557.5,557.5
6,1988,18,coho,238,9,9
6,1988,1345,coho,239,672.5,672.5
6,1988,890,coho,240,445,445
6,1988,314,coho,242,157,157
6,1988,327,coho,243,163.5,163.5
6,1988,242,coho,244,121,121
6,1988,85,coho,245,42.5,42.5
6,1988,316,coho,246,158,158
6,1988,415,coho,247,207.5,207.5
6,1988,70,coho,249,35,35
6,1988,337,coho,250,168.5,168.5
6,1988,61,coho,251,30.5,30.5
6,1989,1,coho,193,0.5,0.5
6,1989,2,coho,194,1,1
6,1989,7,coho,195,3.5,3.5
6,1989,1,coho,196,0.5,0.5
6,1989,3,coho,198,1.5,1.5
6,1989,34,coho,199,17,17
6,1989,17,coho,200,8.5,8.5
6,1989,6,coho,201,3,3
6,1989,191,coho,202,95.5,95.5
6,1989,129,coho,205,64.5,64.5
6,1989,299,coho,206,149.5,149.5
6,1989,441,coho,208,220.5,220.5
6,1989,472,coho,209,236,236
6,1989,908,coho,210,454,454
6,1989,260,coho,212,130,130
6,1989,3097,coho,213,1548.5,1548.5
6,1989,8179,coho,215,4089.5,4089.5
6,1989,1226,coho,219,613,613
6,1989,1534,coho,220,767,767
6,1989,1178,coho,221,589,589
6,1989,1212,coho,222,606,606
6,1989,1128,coho,223,564,564
6,1989,145,coho,224,72.5,72.5
6,1989,1115,coho,226,557.5,557.5
6,1989,2864,coho,227,1432,1432
6,1989,1689,coho,228,844.5,844.5
6,1989,213,coho,229,106.5,106.5
6,1989,901,coho,230,450.5,450.5
6,1989,1221,coho,231,610.5,610.5
6,1989,869,coho,233,434.5,434.5
6,1989,1043,coho,234,521.5,521.5
6,1989,271,coho,236,135.5,135.5
6,1989,270,coho,237,135,135
6,1989,632,coho,238,316,316
6,1989,170,coho,240,85,85
6,1989,776,coho,241,388,388
6,1989,434,coho,242,217,217
6,1989,160,coho,243,80,80
6,1989,148,coho,244,74,74
6,1989,217,coho,245,108.5,108.5
6,1989,234,coho,247,117,117
6,1989,59,coho,248,29.5,29.5
6,1989,298,coho,249,149,149
6,1990,1,coho,186,0.5,0.5
6,1990,1,coho,188,0.5,0.5
6,1990,2,coho,190,1,1
6,1990,1,coho,194,0.5,0.5
6,1990,1,coho,195,0.5,0.5
6,1990,5,coho,197,2.5,2.5
6,1990,24,coho,198,12,12
6,1990,33,coho,199,16.5,16.5
6,1990,6,coho,200,3,3
6,1990,55,coho,201,27.5,27.5
6,1990,91,coho,202,45.5,45.5
6,1990,46,coho,204,23,23
6,1990,257,coho,205,128.5,128.5
6,1990,293,coho,206,146.5,146.5
6,1990,159,coho,207,79.5,79.5
6,1990,190,coho,209,95,95
6,1990,292,coho,211,146,146
6,1990,699,coho,214,349.5,349.5
6,1990,1868,coho,216,934,934
6,1990,1033,coho,218,516.5,516.5
6,1990,2891,coho,220,1445.5,1445.5
6,1990,1136,coho,221,568,568
6,1990,1458,coho,223,729,729
6,1990,1732,coho,225,866,866
6,1990,4014,coho,227,2007,2007
6,1990,133,coho,228,66.5,66.5
6,1990,4253,coho,230,2126.5,2126.5
6,1990,1269,coho,232,634.5,634.5
6,1990,1903,coho,234,951.5,951.5
6,1990,219,coho,235,109.5,109.5
6,1990,2705,coho,236,1352.5,1352.5
6,1990,1032,coho,237,516,516
6,1990,556,coho,239,278,278
6,1990,639,coho,240,319.5,319.5
6,1990,792,coho,241,396,396
6,1990,103,coho,242,51.5,51.5
6,1990,105,coho,243,52.5,52.5
6,1990,341,coho,244,170.5,170.5
6,1990,247,coho,247,123.5,123.5
6,1991,6,coho,197,3,3
6,1991,7,coho,198,3.5,3.5
6,1991,650,coho,206,325,325
6,1991,371,coho,207,185.5,185.5
6,1991,585,coho,208,292.5,292.5
6,1991,362,coho,210,181,181
6,1991,937,coho,211,468.5,468.5
6,1991,1762,coho,212,881,881
6,1991,1163,coho,213,581.5,581.5
6,1991,1025,coho,214,512.5,512.5
6,1991,2228,coho,215,1114,1114
6,1991,1707,coho,217,853.5,853.5
6,1991,1596,coho,219,798,798
6,1991,921,coho,220,460.5,460.5
6,1991,4081,coho,222,2040.5,2040.5
6,1991,3605,coho,224,1802.5,1802.5
6,1991,1561,coho,226,780.5,780.5
6,1991,796,coho,227,398,398
6,1991,1948,coho,229,974,974
6,1991,3495,coho,231,1747.5,1747.5
6,1991,1352,coho,232,676,676
6,1991,1787,coho,233,893.5,893.5
6,1991,211,coho,234,105.5,105.5
6,1991,1354,coho,235,677,677
6,1991,374,coho,236,187,187
6,1991,119,coho,238,59.5,59.5
6,1991,1355,coho,239,677.5,677.5
6,1991,1595,coho,240,797.5,797.5
6,1991,194,coho,241,97,97
6,1991,986,coho,242,493,493
6,1991,109,coho,246,54.5,54.5
6,1991,94,coho,249,47,47
6,1991,54,coho,250,27,27
6,1992,35,coho,80,17.5,17.5
6,1992,1,coho,190,0.5,0.5
6,1992,3,coho,191,1.5,1.5
6,1992,3,coho,193,1.5,1.5
6,1992,7,coho,195,3.5,3.5
6,1992,20,coho,196,10,10
6,1992,13,coho,197,6.5,6.5
6,1992,30,coho,198,15,15
6,1992,49,coho,199,24.5,24.5
6,1992,22,coho,200,11,11
6,1992,428,coho,202,214,214
6,1992,383,coho,203,191.5,191.5
6,1992,327,coho,204,163.5,163.5
6,1992,204,coho,205,102,102
6,1992,843,coho,206,421.5,421.5
6,1992,687,coho,207,343.5,343.5
6,1992,570,coho,209,285,285
6,1992,2072,coho,211,1036,1036
6,1992,2024,coho,212,1012,1012
6,1992,4354,coho,214,2177,2177
6,1992,1295,coho,216,647.5,647.5
6,1992,2155,coho,218,1077.5,1077.5
6,1992,1915,coho,219,957.5,957.5
6,1992,2048,coho,220,1024,1024
6,1992,2109,coho,221,1054.5,1054.5
6,1992,2317,coho,223,1158.5,1158.5
6,1992,3191,coho,225,1595.5,1595.5
6,1992,2812,coho,226,1406,1406
6,1992,5664,coho,227,2832,2832
6,1992,2692,coho,228,1346,1346
6,1992,1107,coho,230,553.5,553.5
6,1992,4312,coho,231,2156,2156
6,1992,2423,coho,232,1211.5,1211.5
6,1992,2412,coho,233,1206,1206
6,1992,3636,coho,234,1818,1818
6,1992,2351,coho,235,1175.5,1175.5
6,1992,2063,coho,237,1031.5,1031.5
6,1992,3866,coho,238,1933,1933
6,1992,3105,coho,239,1552.5,1552.5
6,1992,3502,coho,240,1751,1751
6,1992,1033,coho,241,516.5,516.5
6,1992,41,coho,242,20.5,20.5
6,1992,88,coho,244,44,44
6,1993,1,coho,176,0.5,0.5
6,1993,2,coho,184,1,1
6,1993,1,coho,190,0.5,0.5
6,1993,1,coho,191,0.5,0.5
6,1993,1,coho,192,0.5,0.5
6,1993,3,coho,193,1.5,1.5
6,1993,2,coho,194,1,1
6,1993,3,coho,195,1.5,1.5
6,1993,11,coho,196,5.5,5.5
6,1993,11,coho,197,5.5,5.5
6,1993,8,coho,198,4,4
6,1993,24,coho,199,12,12
6,1993,4,coho,200,2,2
6,1993,37,coho,201,18.5,18.5
6,1993,37,coho,202,18.5,18.5
6,1993,24,coho,203,12,12
6,1993,62,coho,204,31,31
6,1993,70,coho,205,35,35
6,1993,92,coho,213,46,46
6,1993,465,coho,216,232.5,232.5
6,1993,733,coho,217,366.5,366.5
6,1993,603,coho,220,301.5,301.5
6,1993,1209,coho,222,604.5,604.5
6,1993,2876,coho,223,1438,1438
6,1993,733,coho,225,366.5,366.5
6,1993,889,coho,227,444.5,444.5
6,1993,1733,coho,229,866.5,866.5
6,1993,593,coho,230,296.5,296.5
6,1993,163,coho,231,81.5,81.5
6,1993,124,coho,232,62,62
6,1993,1512,coho,234,756,756
6,1993,17,coho,235,8.5,8.5
6,1993,612,coho,236,306,306
6,1993,661,coho,237,330.5,330.5
6,1993,959,coho,238,479.5,479.5
6,1993,643,coho,239,321.5,321.5
6,1993,613,coho,241,306.5,306.5
6,1993,1321,coho,242,660.5,660.5
6,1993,1425,coho,243,712.5,712.5
6,1993,221,coho,244,110.5,110.5
6,1993,720,coho,245,360,360
6,1993,873,coho,246,436.5,436.5
6,1993,277,coho,249,138.5,138.5
6,1993,128,coho,250,64,64
6,1993,397,coho,251,198.5,198.5
6,1994,1,coho,172,0.5,0.5
6,1994,1,coho,186,0.5,0.5
6,1994,8,coho,193,4,4
6,1994,10,coho,195,5,5
6,1994,2,coho,197,1,1
6,1994,7,coho,198,3.5,3.5
6,1994,48,coho,199,24,24
6,1994,299,coho,201,149.5,149.5
6,1994,163,coho,202,81.5,81.5
6,1994,139,coho,204,69.5,69.5
6,1994,2901,coho,206,1450.5,1450.5
6,1994,3316,coho,207,1658,1658
6,1994,3089,coho,208,1544.5,1544.5
6,1994,2819,coho,209,1409.5,1409.5
6,1994,3124,coho,210,1562,1562
6,1994,2462,coho,211,1231,1231
6,1994,3509,coho,213,1754.5,1754.5
6,1994,6358,coho,215,3179,3179
6,1994,2054,coho,216,1027,1027
6,1994,3508,coho,218,1754,1754
6,1994,1836,coho,220,918,918
6,1994,153,coho,222,76.5,76.5
6,1994,1097,coho,223,548.5,548.5
6,1994,1898,coho,224,949,949
6,1994,1090,coho,227,545,545
6,1994,1368,coho,228,684,684
6,1994,221,coho,230,110.5,110.5
6,1994,912,coho,231,456,456
6,1994,20,coho,232,10,10
6,1994,767,coho,234,383.5,383.5
6,1994,1611,coho,236,805.5,805.5
6,1994,941,coho,237,470.5,470.5
6,1994,201,coho,239,100.5,100.5
6,1994,260,coho,241,130,130
6,1994,335,coho,243,167.5,167.5
6,1994,1553,coho,244,776.5,776.5
6,1994,1839,coho,245,919.5,919.5
6,1994,1241,coho,246,620.5,620.5
6,1994,786,coho,247,393,393
6,1994,628,coho,248,314,314
6,1994,583,coho,249,291.5,291.5
6,1994,519,coho,250,259.5,259.5
6,1995,1,coho,191,0.5,0.5
6,1995,3,coho,193,1.5,1.5
6,1995,5,coho,194,2.5,2.5
6,1995,2,coho,195,1,1
6,1995,11,coho,196,5.5,5.5
6,1995,88,coho,205,44,44
6,1995,592,coho,206,296,296
6,1995,227,coho,207,113.5,113.5
6,1995,160,coho,212,80,80
6,1995,1795,coho,213,897.5,897.5
6,1995,183,coho,215,91.5,91.5
6,1995,1459,coho,219,729.5,729.5
6,1995,2713,coho,222,1356.5,1356.5
6,1995,2233,coho,223,1116.5,1116.5
6,1995,717,coho,224,358.5,358.5
6,1995,971,coho,226,485.5,485.5
6,1995,3204,coho,227,1602,1602
6,1995,2180,coho,228,1090,1090
6,1995,712,coho,229,356,356
6,1995,869,coho,230,434.5,434.5
6,1995,1037,coho,231,518.5,518.5
6,1995,613,coho,233,306.5,306.5
6,1995,1677,coho,234,838.5,838.5
6,1995,854,coho,235,427,427
6,1995,637,coho,236,318.5,318.5
6,1995,1221,coho,237,610.5,610.5
6,1995,1094,coho,238,547,547
6,1996,53,coho,207,26.5,26.5
6,1996,54,coho,208,27,27
6,1996,3642,coho,209,1821,1821
6,1996,1806,coho,211,903,903
6,1996,2978,coho,212,1489,1489
6,1996,138,coho,214,69,69
6,1996,177,coho,218,88.5,88.5
6,1996,1956,coho,218,978,978
6,1996,6144,coho,219,3072,3072
6,1996,3317,coho,220,1658.5,1658.5
6,1996,1224,coho,221,612,612
6,1996,2143,coho,222,1071.5,1071.5
6,1996,1920,coho,223,960,960
6,1996,1425,coho,225,712.5,712.5
6,1996,64,coho,226,32,32
6,1996,1530,coho,226,765,765
6,1996,80,coho,227,40,40
6,1996,1072,coho,227,536,536
6,1996,603,coho,228,301.5,301.5
6,1996,1570,coho,229,785,785
6,1996,111,coho,230,55.5,55.5
6,1996,1467,coho,230,733.5,733.5
6,1996,397,coho,232,198.5,198.5
6,1996,100,coho,232,50,50
6,1996,2465,coho,233,1232.5,1232.5
6,1996,42,coho,233,21,21
6,1996,121,coho,233,60.5,60.5
6,1996,2516,coho,234,1258,1258
6,1996,42,coho,234,21,21
6,1996,75,coho,234,37.5,37.5
6,1996,504,coho,235,252,252
6,1996,1786,coho,236,893,893
6,1996,75,coho,236,37.5,37.5
6,1996,805,coho,237,402.5,402.5
6,1996,354,coho,239,177,177
6,1996,1129,coho,240,564.5,564.5
6,1996,99,coho,240,49.5,49.5
6,1996,464,coho,241,232,232
6,1996,87,coho,241,43.5,43.5
6,1996,185,coho,242,92.5,92.5
6,1996,78,coho,243,39,39
6,1996,42,coho,247,21,21
6,1996,73,coho,247,36.5,36.5
6,1996,179,coho,248,89.5,89.5
6,1996,70,coho,248,35,35
6,1996,56,coho,249,28,28
6,1996,27,coho,251,13.5,13.5
6,1996,42,coho,253,21,21
6,1996,42,coho,254,21,21
6,1997,11,coho,200,5.5,5.5
6,1997,48,coho,202,24,24
6,1997,31,coho,203,15.5,15.5
6,1997,115,coho,204,57.5,57.5
6,1997,333,coho,209,166.5,166.5
6,1997,604,coho,210,302,302
6,1997,393,coho,211,196.5,196.5
6,1997,242,coho,212,121,121
6,1997,1765,coho,213,882.5,882.5
6,1997,753,coho,214,376.5,376.5
6,1997,504,coho,216,252,252
6,1997,4392,coho,218,2196,2196
6,1997,808,coho,219,404,404
6,1997,3087,coho,220,1543.5,1543.5
6,1997,534,coho,221,267,267
6,1997,113,coho,223,56.5,56.5
6,1997,344,coho,225,172,172
6,1997,365,coho,226,182.5,182.5
6,1997,1768,coho,227,884,884
6,1997,746,coho,228,373,373
6,1997,595,coho,230,297.5,297.5
6,1997,1257,coho,231,628.5,628.5
6,1997,1198,coho,232,599,599
6,1997,844,coho,233,422,422
6,1997,1196,coho,234,598,598
6,1997,1398,coho,235,699,699
6,1998,2,coho,191,1,1
6,1998,6,coho,194,3,3
6,1998,9,coho,195,4.5,4.5
